Meses,Producto,Region,Año,Valor
Mayo,Crema (Kilos),Ñuble,2005,0
Junio,Crema (Kilos),Ñuble,2005,0
Julio,Crema (Kilos),Ñuble,2005,0
Agosto,Crema (Kilos),Ñuble,2005,0
Septiembre,Crema (Kilos),Ñuble,2005,0
Octubre,Crema (Kilos),Ñuble,2005,0
Noviembre,Crema (Kilos),Ñuble,2005,0
Diciembre,Crema (Kilos),Ñuble,2005,0
Enero,Crema (Kilos),Biobío,2005,48342
Febrero,Crema (Kilos),Biobío,2005,29160
Marzo,Crema (Kilos),Biobío,2005,25800
Abril,Crema (Kilos),Biobío,2005,46866
Mayo,Crema (Kilos),Biobío,2005,24888
Junio,Crema (Kilos),Biobío,2005,64578
Julio,Crema (Kilos),Biobío,2005,59844
Agosto,Crema (Kilos),Biobío,2005,85392
Septiembre,Crema (Kilos),Biobío,2005,39300
Octubre,Crema (Kilos),Biobío,2005,70566
Noviembre,Crema (Kilos),Biobío,2005,48570
Diciembre,Crema (Kilos),Biobío,2005,154662
Enero,Crema (Kilos),Los Ríos,2005,218718
Febrero,Crema (Kilos),Los Ríos,2005,225876
Marzo,Crema (Kilos),Los Ríos,2005,172698
Abril,Crema (Kilos),Los Ríos,2005,253275
Mayo,Crema (Kilos),Los Ríos,2005,248029
Junio,Crema (Kilos),Los Ríos,2005,269505
Julio,Crema (Kilos),Los Ríos,2005,179961
Agosto,Crema (Kilos),Los Ríos,2005,271349
Septiembre,Crema (Kilos),Los Ríos,2005,199231
Octubre,Crema (Kilos),Los Ríos,2005,228266
Noviembre,Crema (Kilos),Los Ríos,2005,360259
Diciembre,Crema (Kilos),Los Ríos,2005,299146
Enero,Crema (Kilos),Los Lagos,2005,242121
Febrero,Crema (Kilos),Los Lagos,2005,156414
Marzo,Crema (Kilos),Los Lagos,2005,221125
Abril,Crema (Kilos),Los Lagos,2005,211555
Mayo,Crema (Kilos),Los Lagos,2005,186654
Junio,Crema (Kilos),Los Lagos,2005,346971
Julio,Crema (Kilos),Los Lagos,2005,284397
Agosto,Crema (Kilos),Los Lagos,2005,185204
Septiembre,Crema (Kilos),Los Lagos,2005,481197
Octubre,Crema (Kilos),Los Lagos,2005,489399
Noviembre,Crema (Kilos),Los Lagos,2005,478735
Diciembre,Crema (Kilos),Los Lagos,2005,490061
Enero,Leche condensada (Kilos),Biobío,2005,2854311
Febrero,Leche condensada (Kilos),Biobío,2005,2919105
Marzo,Leche condensada (Kilos),Biobío,2005,3142935
Abril,Leche condensada (Kilos),Biobío,2005,2686270
Mayo,Leche condensada (Kilos),Biobío,2005,2695242
Junio,Leche condensada (Kilos),Biobío,2005,2981436
Julio,Leche condensada (Kilos),Biobío,2005,2468182
Agosto,Leche condensada (Kilos),Biobío,2005,2844175
Septiembre,Leche condensada (Kilos),Biobío,2005,3173875
Octubre,Leche condensada (Kilos),Biobío,2005,3260279
Noviembre,Leche condensada (Kilos),Biobío,2005,3532335
Diciembre,Leche condensada (Kilos),Biobío,2005,3517340
Enero,Leche condensada (Kilos),La Araucanía,2005,225454
Febrero,Leche condensada (Kilos),La Araucanía,2005,156854
Marzo,Leche condensada (Kilos),La Araucanía,2005,301434
Abril,Leche condensada (Kilos),La Araucanía,2005,308022
Mayo,Leche condensada (Kilos),La Araucanía,2005,250732
Junio,Leche condensada (Kilos),La Araucanía,2005,297462
Julio,Leche condensada (Kilos),La Araucanía,2005,343792
Agosto,Leche condensada (Kilos),La Araucanía,2005,358285
Septiembre,Leche condensada (Kilos),La Araucanía,2005,352690
Octubre,Leche condensada (Kilos),La Araucanía,2005,327258
Noviembre,Leche condensada (Kilos),La Araucanía,2005,344674
Diciembre,Leche condensada (Kilos),La Araucanía,2005,303247
Enero,Leche cultivada (Litros),Metropolitana,2005,0
Febrero,Leche cultivada (Litros),Metropolitana,2005,0
Marzo,Leche cultivada (Litros),Metropolitana,2005,0
Abril,Leche cultivada (Litros),Metropolitana,2005,0
Mayo,Leche cultivada (Litros),Metropolitana,2005,0
Junio,Leche cultivada (Litros),Metropolitana,2005,0
Julio,Leche cultivada (Litros),Metropolitana,2005,0
Agosto,Leche cultivada (Litros),Metropolitana,2005,0
Septiembre,Leche cultivada (Litros),Metropolitana,2005,0
Octubre,Leche cultivada (Litros),Metropolitana,2005,0
Noviembre,Leche cultivada (Litros),Metropolitana,2005,0
Diciembre,Leche cultivada (Litros),Metropolitana,2005,0
Enero,Leche cultivada (Litros),Ñuble,2005,0
Febrero,Leche cultivada (Litros),Ñuble,2005,0
Marzo,Leche cultivada (Litros),Ñuble,2005,0
Abril,Leche cultivada (Litros),Ñuble,2005,0
Mayo,Leche cultivada (Litros),Ñuble,2005,0
Junio,Leche cultivada (Litros),Ñuble,2005,0
Julio,Leche cultivada (Litros),Ñuble,2005,0
Agosto,Leche cultivada (Litros),Ñuble,2005,0
Septiembre,Leche cultivada (Litros),Ñuble,2005,0
Octubre,Leche cultivada (Litros),Ñuble,2005,0
Noviembre,Leche cultivada (Litros),Ñuble,2005,0
Diciembre,Leche cultivada (Litros),Ñuble,2005,0
Enero,Leche cultivada (Litros),Biobío,2005,0
Febrero,Leche cultivada (Litros),Biobío,2005,0
Marzo,Leche cultivada (Litros),Biobío,2005,0
Abril,Leche cultivada (Litros),Biobío,2005,0
Mayo,Leche cultivada (Litros),Biobío,2005,0
Junio,Leche cultivada (Litros),Biobío,2005,0
Julio,Leche cultivada (Litros),Biobío,2005,0
Agosto,Leche cultivada (Litros),Biobío,2005,0
Septiembre,Leche cultivada (Litros),Biobío,2005,0
Octubre,Leche cultivada (Litros),Biobío,2005,0
Noviembre,Leche cultivada (Litros),Biobío,2005,0
Diciembre,Leche cultivada (Litros),Biobío,2005,0
Enero,Leche cultivada (Litros),Los Ríos,2005,0
Febrero,Leche cultivada (Litros),Los Ríos,2005,0
Marzo,Leche cultivada (Litros),Los Ríos,2005,0
Abril,Leche cultivada (Litros),Los Ríos,2005,0
Mayo,Leche cultivada (Litros),Los Ríos,2005,0
Junio,Leche cultivada (Litros),Los Ríos,2005,0
Julio,Leche cultivada (Litros),Los Ríos,2005,0
Agosto,Leche cultivada (Litros),Los Ríos,2005,0
Septiembre,Leche cultivada (Litros),Los Ríos,2005,0
Octubre,Leche cultivada (Litros),Los Ríos,2005,0
Noviembre,Leche cultivada (Litros),Los Ríos,2005,0
Diciembre,Leche cultivada (Litros),Los Ríos,2005,0
Enero,Leche en polvo 12 % m.g. (Kilos),Los Lagos,2005,307801
Febrero,Leche en polvo 12 % m.g. (Kilos),Los Lagos,2005,322604
Marzo,Leche en polvo 12 % m.g. (Kilos),Los Lagos,2005,318961
Abril,Leche en polvo 12 % m.g. (Kilos),Los Lagos,2005,528551
Mayo,Leche en polvo 12 % m.g. (Kilos),Los Lagos,2005,305176
Junio,Leche en polvo 12 % m.g. (Kilos),Los Lagos,2005,56350
Julio,Leche en polvo 12 % m.g. (Kilos),Los Lagos,2005,625048
Agosto,Leche en polvo 12 % m.g. (Kilos),Los Lagos,2005,629937
Septiembre,Leche en polvo 12 % m.g. (Kilos),Los Lagos,2005,384496
Octubre,Leche en polvo 12 % m.g. (Kilos),Los Lagos,2005,516262
Noviembre,Leche en polvo 12 % m.g. (Kilos),Los Lagos,2005,36100
Diciembre,Leche en polvo 12 % m.g. (Kilos),Los Lagos,2005,74100
Enero,Leche en polvo 18 % m.g. (Kilos),Biobío,2005,0
Febrero,Leche en polvo 18 % m.g. (Kilos),Biobío,2005,0
Marzo,Leche en polvo 18 % m.g. (Kilos),Biobío,2005,0
Abril,Leche en polvo 18 % m.g. (Kilos),Biobío,2005,0
Mayo,Leche en polvo 18 % m.g. (Kilos),Biobío,2005,0
Junio,Leche en polvo 18 % m.g. (Kilos),Biobío,2005,0
Julio,Leche en polvo 18 % m.g. (Kilos),Biobío,2005,0
Agosto,Leche en polvo 18 % m.g. (Kilos),Biobío,2005,0
Septiembre,Leche en polvo 18 % m.g. (Kilos),Biobío,2005,0
Octubre,Leche en polvo 18 % m.g. (Kilos),Biobío,2005,0
Noviembre,Leche en polvo 18 % m.g. (Kilos),Biobío,2005,0
Diciembre,Leche en polvo 18 % m.g. (Kilos),Biobío,2005,0
Enero,Leche en polvo 18 % m.g. (Kilos),La Araucanía,2005,0
Febrero,Leche en polvo 18 % m.g. (Kilos),La Araucanía,2005,0
Marzo,Leche en polvo 18 % m.g. (Kilos),La Araucanía,2005,0
Abril,Leche en polvo 18 % m.g. (Kilos),La Araucanía,2005,0
Mayo,Leche en polvo 18 % m.g. (Kilos),La Araucanía,2005,0
Junio,Leche en polvo 18 % m.g. (Kilos),La Araucanía,2005,0
Julio,Leche en polvo 18 % m.g. (Kilos),La Araucanía,2005,0
Agosto,Leche en polvo 18 % m.g. (Kilos),La Araucanía,2005,0
Septiembre,Leche en polvo 18 % m.g. (Kilos),La Araucanía,2005,0
Octubre,Leche en polvo 18 % m.g. (Kilos),La Araucanía,2005,0
Noviembre,Leche en polvo 18 % m.g. (Kilos),La Araucanía,2005,0
Diciembre,Leche en polvo 18 % m.g. (Kilos),La Araucanía,2005,0
Enero,Leche en polvo 18 % m.g. (Kilos),Los Ríos,2005,0
Febrero,Leche en polvo 18 % m.g. (Kilos),Los Ríos,2005,0
Marzo,Leche en polvo 18 % m.g. (Kilos),Los Ríos,2005,0
Abril,Leche en polvo 18 % m.g. (Kilos),Los Ríos,2005,0
Mayo,Leche en polvo 18 % m.g. (Kilos),Los Ríos,2005,0
Junio,Leche en polvo 18 % m.g. (Kilos),Los Ríos,2005,0
Julio,Leche en polvo 18 % m.g. (Kilos),Los Ríos,2005,0
Agosto,Leche en polvo 18 % m.g. (Kilos),Los Ríos,2005,0
Septiembre,Leche en polvo 18 % m.g. (Kilos),Los Ríos,2005,0
Octubre,Leche en polvo 18 % m.g. (Kilos),Los Ríos,2005,0
Noviembre,Leche en polvo 18 % m.g. (Kilos),Los Ríos,2005,0
Diciembre,Leche en polvo 18 % m.g. (Kilos),Los Ríos,2005,0
Enero,Leche en polvo 18 % m.g. (Kilos),Los Lagos,2005,0
Febrero,Leche en polvo 18 % m.g. (Kilos),Los Lagos,2005,0
Marzo,Leche en polvo 18 % m.g. (Kilos),Los Lagos,2005,0
Abril,Leche en polvo 18 % m.g. (Kilos),Los Lagos,2005,0
Mayo,Leche en polvo 18 % m.g. (Kilos),Los Lagos,2005,0
Junio,Leche en polvo 18 % m.g. (Kilos),Los Lagos,2005,0
Julio,Leche en polvo 18 % m.g. (Kilos),Los Lagos,2005,0
Agosto,Leche en polvo 18 % m.g. (Kilos),Los Lagos,2005,0
Septiembre,Leche en polvo 18 % m.g. (Kilos),Los Lagos,2005,0
Octubre,Leche en polvo 18 % m.g. (Kilos),Los Lagos,2005,0
Noviembre,Leche en polvo 18 % m.g. (Kilos),Los Lagos,2005,0
Diciembre,Leche en polvo 18 % m.g. (Kilos),Los Lagos,2005,0
Enero,Leche en polvo 26 % m.g. (Kilos),Biobío,2005,103500
Febrero,Leche en polvo 26 % m.g. (Kilos),Biobío,2005,22530
Marzo,Leche en polvo 26 % m.g. (Kilos),Biobío,2005,0
Abril,Leche en polvo 26 % m.g. (Kilos),Biobío,2005,0
Mayo,Leche en polvo 26 % m.g. (Kilos),Biobío,2005,0
Junio,Leche en polvo 26 % m.g. (Kilos),Biobío,2005,0
Julio,Leche en polvo 26 % m.g. (Kilos),Biobío,2005,1740
Agosto,Leche en polvo 26 % m.g. (Kilos),Biobío,2005,0
Septiembre,Leche en polvo 26 % m.g. (Kilos),Biobío,2005,0
Octubre,Leche en polvo 26 % m.g. (Kilos),Biobío,2005,15360
Noviembre,Leche en polvo 26 % m.g. (Kilos),Biobío,2005,42900
Diciembre,Leche en polvo 26 % m.g. (Kilos),Biobío,2005,16080
Enero,Leche en polvo 26 % m.g. (Kilos),La Araucanía,2005,1157433
Febrero,Leche en polvo 26 % m.g. (Kilos),La Araucanía,2005,850208
Marzo,Leche en polvo 26 % m.g. (Kilos),La Araucanía,2005,735734
Abril,Leche en polvo 26 % m.g. (Kilos),La Araucanía,2005,486403
Mayo,Leche en polvo 26 % m.g. (Kilos),La Araucanía,2005,717172
Junio,Leche en polvo 26 % m.g. (Kilos),La Araucanía,2005,414527
Julio,Leche en polvo 26 % m.g. (Kilos),La Araucanía,2005,279235
Agosto,Leche en polvo 26 % m.g. (Kilos),La Araucanía,2005,279406
Septiembre,Leche en polvo 26 % m.g. (Kilos),La Araucanía,2005,189812
Octubre,Leche en polvo 26 % m.g. (Kilos),La Araucanía,2005,486343
Noviembre,Leche en polvo 26 % m.g. (Kilos),La Araucanía,2005,806229
Diciembre,Leche en polvo 26 % m.g. (Kilos),La Araucanía,2005,862748
Enero,Leche en polvo 26 % m.g. (Kilos),Los Ríos,2005,735750
Febrero,Leche en polvo 26 % m.g. (Kilos),Los Ríos,2005,191050
Marzo,Leche en polvo 26 % m.g. (Kilos),Los Ríos,2005,93225
Abril,Leche en polvo 26 % m.g. (Kilos),Los Ríos,2005,1675
Mayo,Leche en polvo 26 % m.g. (Kilos),Los Ríos,2005,650
Junio,Leche en polvo 26 % m.g. (Kilos),Los Ríos,2005,4700
Julio,Leche en polvo 26 % m.g. (Kilos),Los Ríos,2005,49125
Agosto,Leche en polvo 26 % m.g. (Kilos),Los Ríos,2005,186150
Septiembre,Leche en polvo 26 % m.g. (Kilos),Los Ríos,2005,352575
Octubre,Leche en polvo 26 % m.g. (Kilos),Los Ríos,2005,750450
Noviembre,Leche en polvo 26 % m.g. (Kilos),Los Ríos,2005,708500
Diciembre,Leche en polvo 26 % m.g. (Kilos),Los Ríos,2005,566325
Enero,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2005,3184225
Febrero,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2005,1690790
Marzo,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2005,1238140
Abril,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2005,1046780
Mayo,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2005,613867
Junio,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2005,425030
Julio,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2005,657025
Agosto,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2005,780740
Septiembre,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2005,946723
Octubre,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2005,1960903
Noviembre,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2005,2986425
Diciembre,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2005,2621272
Enero,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2005,0
Febrero,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2005,0
Marzo,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2005,0
Abril,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2005,0
Mayo,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2005,0
Junio,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2005,0
Julio,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2005,0
Agosto,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2005,0
Septiembre,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2005,0
Octubre,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2005,0
Noviembre,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2005,0
Diciembre,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2005,0
Enero,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2005,0
Febrero,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2005,0
Marzo,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2005,0
Abril,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2005,0
Mayo,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2005,0
Junio,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2005,0
Julio,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2005,0
Agosto,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2005,0
Septiembre,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2005,0
Octubre,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2005,0
Noviembre,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2005,0
Diciembre,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2005,0
Enero,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2005,2646910
Febrero,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2005,1897290
Marzo,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2005,1731358
Abril,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2005,1276626
Mayo,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2005,1073933
Junio,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2005,459505
Julio,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2005,893619
Agosto,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2005,1025120
Septiembre,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2005,1182354
Octubre,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2005,1710958
Noviembre,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2005,1926056
Diciembre,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2005,1698342
Enero,Leche en polvo descremada (Kilos),Biobío,2005,0
Febrero,Leche en polvo descremada (Kilos),Biobío,2005,0
Marzo,Leche en polvo descremada (Kilos),Biobío,2005,0
Abril,Leche en polvo descremada (Kilos),Biobío,2005,0
Mayo,Leche en polvo descremada (Kilos),Biobío,2005,0
Junio,Leche en polvo descremada (Kilos),Biobío,2005,0
Julio,Leche en polvo descremada (Kilos),Biobío,2005,0
Agosto,Leche en polvo descremada (Kilos),Biobío,2005,0
Septiembre,Leche en polvo descremada (Kilos),Biobío,2005,0
Octubre,Leche en polvo descremada (Kilos),Biobío,2005,0
Noviembre,Leche en polvo descremada (Kilos),Biobío,2005,0
Diciembre,Leche en polvo descremada (Kilos),Biobío,2005,22200
Enero,Leche en polvo descremada (Kilos),La Araucanía,2005,2550
Febrero,Leche en polvo descremada (Kilos),La Araucanía,2005,26300
Marzo,Leche en polvo descremada (Kilos),La Araucanía,2005,123650
Abril,Leche en polvo descremada (Kilos),La Araucanía,2005,180775
Mayo,Leche en polvo descremada (Kilos),La Araucanía,2005,28725
Junio,Leche en polvo descremada (Kilos),La Araucanía,2005,69150
Julio,Leche en polvo descremada (Kilos),La Araucanía,2005,65950
Agosto,Leche en polvo descremada (Kilos),La Araucanía,2005,100725
Septiembre,Leche en polvo descremada (Kilos),La Araucanía,2005,164650
Octubre,Leche en polvo descremada (Kilos),La Araucanía,2005,152025
Noviembre,Leche en polvo descremada (Kilos),La Araucanía,2005,60800
Diciembre,Leche en polvo descremada (Kilos),La Araucanía,2005,102750
Enero,Leche en polvo descremada (Kilos),Los Ríos,2005,167950
Febrero,Leche en polvo descremada (Kilos),Los Ríos,2005,109250
Marzo,Leche en polvo descremada (Kilos),Los Ríos,2005,0
Abril,Leche en polvo descremada (Kilos),Los Ríos,2005,0
Mayo,Leche en polvo descremada (Kilos),Los Ríos,2005,9475
Junio,Leche en polvo descremada (Kilos),Los Ríos,2005,0
Julio,Leche en polvo descremada (Kilos),Los Ríos,2005,0
Agosto,Leche en polvo descremada (Kilos),Los Ríos,2005,0
Septiembre,Leche en polvo descremada (Kilos),Los Ríos,2005,0
Octubre,Leche en polvo descremada (Kilos),Los Ríos,2005,19200
Noviembre,Leche en polvo descremada (Kilos),Los Ríos,2005,78150
Diciembre,Leche en polvo descremada (Kilos),Los Ríos,2005,219025
Enero,Leche en polvo descremada (Kilos),Los Lagos,2005,837895
Febrero,Leche en polvo descremada (Kilos),Los Lagos,2005,708160
Marzo,Leche en polvo descremada (Kilos),Los Lagos,2005,253970
Abril,Leche en polvo descremada (Kilos),Los Lagos,2005,462830
Mayo,Leche en polvo descremada (Kilos),Los Lagos,2005,1026285
Junio,Leche en polvo descremada (Kilos),Los Lagos,2005,794920
Julio,Leche en polvo descremada (Kilos),Los Lagos,2005,406938
Agosto,Leche en polvo descremada (Kilos),Los Lagos,2005,421145
Septiembre,Leche en polvo descremada (Kilos),Los Lagos,2005,1044795
Octubre,Leche en polvo descremada (Kilos),Los Lagos,2005,1363605
Noviembre,Leche en polvo descremada (Kilos),Los Lagos,2005,1241450
Diciembre,Leche en polvo descremada (Kilos),Los Lagos,2005,1640280
Enero,Leche esterilizada con sabor (Litros),Metropolitana,2005,2823636
Febrero,Leche esterilizada con sabor (Litros),Metropolitana,2005,2881080
Marzo,Leche esterilizada con sabor (Litros),Metropolitana,2005,3740886
Abril,Leche esterilizada con sabor (Litros),Metropolitana,2005,2556294
Mayo,Leche esterilizada con sabor (Litros),Metropolitana,2005,2459094
Junio,Leche esterilizada con sabor (Litros),Metropolitana,2005,3406632
Julio,Leche esterilizada con sabor (Litros),Metropolitana,2005,2487792
Agosto,Leche esterilizada con sabor (Litros),Metropolitana,2005,2663250
Septiembre,Leche esterilizada con sabor (Litros),Metropolitana,2005,2137800
Octubre,Leche esterilizada con sabor (Litros),Metropolitana,2005,2783922
Noviembre,Leche esterilizada con sabor (Litros),Metropolitana,2005,2523528
Diciembre,Leche esterilizada con sabor (Litros),Metropolitana,2005,2921892
Enero,Leche esterilizada con sabor (Litros),Biobío,2005,0
Febrero,Leche esterilizada con sabor (Litros),Biobío,2005,0
Marzo,Leche esterilizada con sabor (Litros),Biobío,2005,0
Abril,Leche esterilizada con sabor (Litros),Biobío,2005,0
Mayo,Leche esterilizada con sabor (Litros),Biobío,2005,0
Junio,Leche esterilizada con sabor (Litros),Biobío,2005,0
Julio,Leche esterilizada con sabor (Litros),Biobío,2005,0
Agosto,Leche esterilizada con sabor (Litros),Biobío,2005,0
Septiembre,Leche esterilizada con sabor (Litros),Biobío,2005,0
Octubre,Leche esterilizada con sabor (Litros),Biobío,2005,0
Noviembre,Leche esterilizada con sabor (Litros),Biobío,2005,0
Diciembre,Leche esterilizada con sabor (Litros),Biobío,2005,0
Enero,Leche esterilizada con sabor (Litros),La Araucanía,2005,865012
Febrero,Leche esterilizada con sabor (Litros),La Araucanía,2005,1432746
Marzo,Leche esterilizada con sabor (Litros),La Araucanía,2005,2104025
Abril,Leche esterilizada con sabor (Litros),La Araucanía,2005,1805123
Mayo,Leche esterilizada con sabor (Litros),La Araucanía,2005,1333497
Junio,Leche esterilizada con sabor (Litros),La Araucanía,2005,1335051
Julio,Leche esterilizada con sabor (Litros),La Araucanía,2005,1385234
Agosto,Leche esterilizada con sabor (Litros),La Araucanía,2005,1642776
Septiembre,Leche esterilizada con sabor (Litros),La Araucanía,2005,1460776
Octubre,Leche esterilizada con sabor (Litros),La Araucanía,2005,1329872
Noviembre,Leche esterilizada con sabor (Litros),La Araucanía,2005,1898966
Diciembre,Leche esterilizada con sabor (Litros),La Araucanía,2005,1092097
Enero,Leche esterilizada con sabor (Litros),Los Ríos,2005,796227
Febrero,Leche esterilizada con sabor (Litros),Los Ríos,2005,1320974
Marzo,Leche esterilizada con sabor (Litros),Los Ríos,2005,1657832
Abril,Leche esterilizada con sabor (Litros),Los Ríos,2005,1470386
Mayo,Leche esterilizada con sabor (Litros),Los Ríos,2005,779272
Junio,Leche esterilizada con sabor (Litros),Los Ríos,2005,1577955
Julio,Leche esterilizada con sabor (Litros),Los Ríos,2005,1593620
Agosto,Leche esterilizada con sabor (Litros),Los Ríos,2005,1316388
Septiembre,Leche esterilizada con sabor (Litros),Los Ríos,2005,1556899
Octubre,Leche esterilizada con sabor (Litros),Los Ríos,2005,1648133
Noviembre,Leche esterilizada con sabor (Litros),Los Ríos,2005,1411229
Diciembre,Leche esterilizada con sabor (Litros),Los Ríos,2005,1340566
Enero,Leche esterilizada con sabor (Litros),Los Lagos,2005,0
Febrero,Leche esterilizada con sabor (Litros),Los Lagos,2005,0
Marzo,Leche esterilizada con sabor (Litros),Los Lagos,2005,0
Abril,Leche esterilizada con sabor (Litros),Los Lagos,2005,0
Mayo,Leche esterilizada con sabor (Litros),Los Lagos,2005,11800
